"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
4.17607721693144e-74,0.527535120512982,0.281,0.19,2.460544696216e-69,"LPS-P","PHLDB2"
5.09370566512804e-74,0.48085506294318,0.756,0.691,3.00121137789344e-69,"LPS-P","MALAT1"
6.83297211288425e-74,0.481898500453371,0.288,0.196,4.0259871689114e-69,"LPS-P","CAP1"
1.05015915253451e-73,0.419062829760093,0.408,0.305,6.1875377267333e-69,"LPS-P","EZR"
2.66152193931527e-73,0.356274581221743,0.449,0.34,1.56816872664456e-68,"LPS-P","INHBA"
3.35198951973599e-73,0.524765017239894,0.258,0.171,1.97499222502845e-68,"LPS-P","CAV2"
4.79343404878678e-73,0.549748295194227,0.265,0.178,2.82429134154517e-68,"LPS-P","PHLDA2"
1.42516324864056e-72,0.454999728070135,0.33,0.233,8.39706186099018e-68,"LPS-P","ND1"
2.93635148105511e-72,0.43319839218113,0.389,0.288,1.73009829263767e-67,"LPS-P","SAT1"
5.96844113201311e-72,0.391162281862567,0.379,0.277,3.51660551498213e-67,"LPS-P","LIMA1"
7.14800532423865e-72,0.390590542602284,0.379,0.274,4.21160473704141e-67,"LPS-P","RPL23A"
8.4081602235284e-72,0.408690071458629,0.365,0.264,4.95408800370293e-67,"LPS-P","PTK2"
9.67128472056165e-72,0.493828024425883,0.273,0.185,5.69832095735492e-67,"LPS-P","RAP2B"
1.04276555921168e-71,0.543656828526528,0.287,0.198,6.14397467487521e-67,"LPS-P","ITGA2"
1.13714163123967e-71,0.327940001929613,0.436,0.321,6.70003849126413e-67,"LPS-P","RPL29"
3.90763197952683e-71,0.556094276258998,0.262,0.177,2.30237676233721e-66,"LPS-P","SH3BGRL3"
1.02611049767859e-70,0.555653576062153,0.269,0.183,6.04584305232225e-66,"LPS-P","EREG"
1.27068273087182e-70,0.50334100808356,0.278,0.188,7.48686265029676e-66,"LPS-P","SPINT2"
1.48827876603958e-70,0.415816575303308,0.323,0.228,8.76893848950523e-66,"LPS-P","NET1"
3.16157617476928e-70,0.420841509480761,0.348,0.25,1.86280068217406e-65,"LPS-P","ND2"
9.01914427970249e-70,0.375882204481232,0.404,0.299,5.31407980960071e-65,"LPS-P","ATP6"
1.62117305865146e-69,0.415577396592569,0.331,0.235,9.55195166157439e-65,"LPS-P","NPC2"
1.86511229538831e-69,0.499847399918904,0.268,0.181,1.09892416444279e-64,"LPS-P","TPST1"
3.92113437356159e-69,0.350309511494631,0.396,0.291,2.31033237290249e-64,"LPS-P","HSPB1"
4.59173076291156e-69,0.431471999249349,0.282,0.193,2.70544776550749e-64,"LPS-P","CTSB"
5.18456903470027e-69,0.273374334649496,0.943,0.914,3.0547480752454e-64,"LPS-P","FTH1"
1.86442208972143e-68,0.454591061832678,0.287,0.198,1.09851749526386e-63,"LPS-P","DSC3"
2.23203173516568e-68,0.332482161014386,0.408,0.305,1.31511309835962e-63,"LPS-P","ITGB1"
2.8157125107178e-68,0.396050840835977,0.31,0.217,1.65901781131493e-63,"LPS-P","EFNB2"
3.40051529641761e-68,0.434560584480273,0.323,0.227,2.00358361264926e-63,"LPS-P","GAS5"
4.15722708785294e-68,0.381280524527811,0.364,0.265,2.44943820016295e-63,"LPS-P","FXYD3"
6.58833896181179e-68,0.454506930628733,0.286,0.196,3.8818493162995e-63,"LPS-P","TSPO"
8.88385439191872e-68,0.377985735271684,0.361,0.262,5.23436700771851e-63,"LPS-P","MDK"
1.72614189750837e-67,0.287171162937976,0.462,0.344,1.01704280601193e-62,"LPS-P","RPS2"
2.20903181143797e-67,0.339931111990079,0.432,0.324,1.30156154329925e-62,"LPS-P","CYTB"
2.29102713576041e-67,0.36885483338366,0.36,0.261,1.34987318839003e-62,"LPS-P","RBP1"
4.02544460321338e-67,0.401868114281055,0.321,0.225,2.37179196021332e-62,"LPS-P","RPS29"
6.06479404600536e-67,0.365939538590641,0.35,0.254,3.57337665190636e-62,"LPS-P","DSP"
6.77567474369499e-67,0.480785073585115,0.284,0.197,3.99222755898509e-62,"LPS-P","PATJ"
1.01902865140927e-66,0.349504825387855,0.369,0.268,6.00411681410343e-62,"LPS-P","COX4I1"
1.13689081960441e-66,0.405392661334604,0.306,0.215,6.69856070910917e-62,"LPS-P","ELL2"
1.31668579896464e-66,0.293041995800824,0.487,0.377,7.75791272749967e-62,"LPS-P","GPX4"
2.99505418136252e-66,0.494114355153441,0.265,0.18,1.7646859236588e-61,"LPS-P","ETS2"
4.06484881172976e-66,0.360090802542253,0.384,0.282,2.39500891987117e-61,"LPS-P","ND5"
6.91210238890744e-66,0.349861015052411,0.365,0.265,4.07261072754427e-61,"LPS-P","MIR205HG"
2.96396374389491e-65,0.327844034960987,0.364,0.265,1.74636743790288e-60,"LPS-P","UBE2H"
1.08313391898937e-64,0.268803816938984,0.553,0.438,6.38182505068536e-60,"LPS-P","RPL13A"
1.08563563353031e-64,0.345266706790033,0.349,0.253,6.3965651527606e-60,"LPS-P","IGF2BP2"
3.18383418289003e-64,0.410302760501314,0.299,0.209,1.8759151005588e-59,"LPS-P","GOLGB1"
4.24267338698118e-64,0.32672566784892,0.693,0.615,2.49978315960931e-59,"LPS-P","RNR1"
4.54959940559058e-64,0.397733802224236,0.319,0.228,2.68062396977397e-59,"LPS-P","PHLDA1"
6.10636098980842e-64,0.457142245779058,0.265,0.182,3.59786789519512e-59,"LPS-P","NFKB1"
6.92046623555311e-64,0.378484071512818,0.268,0.182,4.07753870598789e-59,"LPS-P","JARID2"
2.23055935917036e-63,0.356704849035011,0.357,0.26,1.31424557442317e-58,"LPS-P","DSTN"
4.19652276871691e-63,0.498088663049822,0.263,0.182,2.47259121532801e-58,"LPS-P","DUSP1"
