"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"RNF181",0,1.66542922417789,0.385,0.068,0,"7","RNF181"
"DAPP11",0,1.49959686798173,0.391,0.075,0,"7","DAPP1"
"ATP6V1E1",0,1.67073509814893,0.375,0.06,0,"7","ATP6V1E1"
"MRPL47",0,1.34952297698047,0.387,0.072,0,"7","MRPL47"
"MEMO12",0,1.37295442482361,0.396,0.081,0,"7","MEMO1"
"SRM",0,2.01287522177052,0.362,0.047,0,"7","SRM"
"TOMM22",0,1.52460216737881,0.373,0.059,0,"7","TOMM22"
"PMM21",0,1.3920773509268,0.39,0.076,0,"7","PMM2"
"CDK2AP11",0,1.44221345930978,0.395,0.081,0,"7","CDK2AP1"
"AGPAT2",0,1.83932766159608,0.374,0.06,0,"7","AGPAT2"
"MRRF",0,1.73822663284422,0.364,0.05,0,"7","MRRF"
"EIF2AK22",0,1.63774047161428,0.39,0.076,0,"7","EIF2AK2"
"RNH1",0,1.46860046312707,0.387,0.074,0,"7","RNH1"
"CD68",0,1.71701675963196,0.377,0.064,0,"7","CD68"
"LOC1019271361",0,1.72437553238731,0.384,0.072,0,"7","LOC101927136"
"ANXA101",0,2.12502844628796,0.365,0.053,0,"7","ANXA10"
"LGALS8",0,1.80895185793689,0.364,0.052,0,"7","LGALS8"
"RAB34",0,1.23206346100238,0.379,0.068,0,"7","RAB34"
"NME3",0,1.94570581449808,0.368,0.057,0,"7","NME3"
"SLIRP",0,1.30197478293503,0.381,0.07,0,"7","SLIRP"
"KANK1",0,2.96337757755463,0.339,0.028,0,"7","KANK1"
"BUD23",0,2.06455376251264,0.362,0.051,0,"7","BUD23"
"RBCK1",0,1.53786981013526,0.374,0.064,0,"7","RBCK1"
"PPCS",0,1.60323613850787,0.382,0.072,0,"7","PPCS"
"CARHSP1",0,1.3460431409739,0.375,0.066,0,"7","CARHSP1"
"DNAJC15",0,1.60402719408053,0.378,0.069,0,"7","DNAJC15"
"LSM3",0,1.5873869302767,0.374,0.065,0,"7","LSM3"
"MIR4435-2HG1",0,1.68847182629982,0.379,0.07,0,"7","MIR4435-2HG"
"DKC1",0,0.87048047552225,0.381,0.073,0,"7","DKC1"
"GATA6",0,1.76125210085067,0.371,0.063,0,"7","GATA6"
"CASP4",0,1.96968118926713,0.364,0.056,0,"7","CASP4"
"MGST2",0,1.72415800049794,0.369,0.061,0,"7","MGST2"
"PPA2",0,1.62492512252951,0.37,0.062,0,"7","PPA2"
"RPL183",0,0.976326308753182,0.999,0.692,0,"7","RPL18"
"MPST",0,1.78143370779385,0.364,0.057,0,"7","MPST"
"SIVA1",0,1.49965137430143,0.372,0.065,0,"7","SIVA1"
"SMIM141",0,1.8244037312222,0.373,0.066,0,"7","SMIM14"
"NAA38",0,0.792821427707531,0.378,0.072,0,"7","NAA38"
"SAMD12",0,3.91792712105772,0.323,0.017,0,"7","SAMD12"
"RAB11FIP1",0,2.33903364013343,0.355,0.049,0,"7","RAB11FIP1"
"NDUFAF21",0,1.53881269407818,0.374,0.068,0,"7","NDUFAF2"
"PSMB9",0,1.56772611152647,0.367,0.062,0,"7","PSMB9"
"UQCRFS1",0,1.68560776844912,0.37,0.065,0,"7","UQCRFS1"
"TECR",0,1.28127389368085,0.375,0.071,0,"7","TECR"
"LSM8",0,1.4936412729078,0.375,0.071,0,"7","LSM8"
"MRPL36",0,1.83963015094308,0.368,0.064,0,"7","MRPL36"
"SSH2",0,1.64168862658527,0.362,0.06,0,"7","SSH2"
"PDXK",0,1.31681845221613,0.375,0.074,0,"7","PDXK"
"SMIM26",0,1.86488337618397,0.356,0.055,0,"7","SMIM26"
"RPAIN",0,1.87259696238822,0.354,0.053,0,"7","RPAIN"
"FAM174C",0,1.88026845488646,0.356,0.056,0,"7","FAM174C"
"PLAAT3",0,2.55125480231431,0.329,0.03,0,"7","PLAAT3"
"MRPL54",0,1.75794901214639,0.357,0.058,0,"7","MRPL54"
"ECI1",0,1.83551831622323,0.354,0.055,0,"7","ECI1"
"MRPS35",0,1.79909827796291,0.362,0.063,0,"7","MRPS35"
"CNTNAP3",0,2.24157344879414,0.354,0.055,0,"7","CNTNAP3"
"LRPPRC1",0,1.36809334003707,0.371,0.072,0,"7","LRPPRC"
"PSMB10",0,1.7701931818723,0.352,0.054,0,"7","PSMB10"
"TMED3",0,1.59243164970686,0.364,0.066,0,"7","TMED3"
"MRPL43",0,1.59470825397437,0.358,0.06,0,"7","MRPL43"
"NSD11",0,1.51417147733871,0.369,0.071,0,"7","NSD1"
"FDPS",0,1.78832854903607,0.357,0.059,0,"7","FDPS"
"LOC124903002",0,2.87735829153591,0.324,0.027,0,"7","LOC124903002"
"GTF3C6",0,1.83731694051524,0.351,0.054,0,"7","GTF3C6"
"ACP1",0,1.38214920399056,0.36,0.063,0,"7","ACP1"
"ZC3HAV1",0,1.65526491809737,0.357,0.061,0,"7","ZC3HAV1"
"DGUOK",0,1.47823914853736,0.364,0.068,0,"7","DGUOK"
"MPG",0,1.51113266623039,0.362,0.067,0,"7","MPG"
"SNRPC",0,1.34801863997327,0.365,0.07,0,"7","SNRPC"
"MIEN1",0,1.5578636883996,0.358,0.064,0,"7","MIEN1"
"TFAM1",0,1.46755770336603,0.362,0.068,0,"7","TFAM"
"MRPL4",0,1.29087901428374,0.352,0.059,0,"7","MRPL4"
"TMEM259",0,1.65007055987203,0.354,0.061,0,"7","TMEM259"
"HSBP1L1",0,1.59319698727022,0.358,0.065,0,"7","HSBP1L1"
"DNM31",0,1.72774610546184,0.352,0.059,0,"7","DNM3"
"RPL7L1",0,1.58881423717183,0.356,0.064,0,"7","RPL7L1"
"KCNQ5",0,2.36672826768324,0.324,0.033,0,"7","KCNQ5"
"KAZN",0,2.07316662783399,0.34,0.049,0,"7","KAZN"
"TRIM28",0,1.1750373680812,0.35,0.059,0,"7","TRIM28"
"PRRG4",0,1.69333886390518,0.353,0.062,0,"7","PRRG4"
"SSNA1",0,1.56200197532435,0.35,0.059,0,"7","SSNA1"
"AK3",0,1.27886394542026,0.36,0.069,0,"7","AK3"
"PFDN4",0,1.43026280800176,0.348,0.058,0,"7","PFDN4"
"FBXO34",0,1.49315685027272,0.355,0.065,0,"7","FBXO34"
"EPHB2",0,1.44547215532153,0.346,0.056,0,"7","EPHB2"
"TMEM219",0,1.55980287711377,0.356,0.067,0,"7","TMEM219"
"CCDC59",0,1.53505560596706,0.35,0.061,0,"7","CCDC59"
"AHCY",0,1.75103372464023,0.339,0.051,0,"7","AHCY"
"COA6",0,1.84076149961468,0.345,0.059,0,"7","COA6"
"MRPS7",0,1.44720033328854,0.341,0.056,0,"7","MRPS7"
"COX14",0,1.61876136128983,0.341,0.056,0,"7","COX14"
"CTSL",0,1.88937454556198,0.335,0.05,0,"7","CTSL"
"LIMCH11",0,1.94760131350758,0.335,0.05,0,"7","LIMCH1"
"PIR",0,1.76453539663352,0.332,0.048,0,"7","PIR"
"MRPS12",0,1.24148309691727,0.345,0.061,0,"7","MRPS12"
"NMRAL2P1",0,1.60308478139907,0.349,0.065,0,"7","NMRAL2P"
"C1orf43",0,1.48792242860128,0.348,0.064,0,"7","C1orf43"
"AADACP11",0,1.7258679665575,0.343,0.061,0,"7","AADACP1"
"SAA1",0,1.73661127705577,0.328,0.047,0,"7","SAA1"
"USP6NL",0,1.7746884341978,0.337,0.056,0,"7","USP6NL"
"TNFRSF10A",0,1.68276021937714,0.345,0.064,0,"7","TNFRSF10A"
"TSKU",0,1.73916865442539,0.333,0.053,0,"7","TSKU"
"COA4",0,2.22349528304975,0.321,0.041,0,"7","COA4"
"CBR3",0,2.27736047667613,0.318,0.039,0,"7","CBR3"
"BID",0,2.63499872054252,0.309,0.031,0,"7","BID"
"MMP101",0,1.87945603509826,0.341,0.064,0,"7","MMP10"
"MRPL17",0,1.22999112987872,0.337,0.061,0,"7","MRPL17"
"HOOK2",0,1.60933151107496,0.329,0.054,0,"7","HOOK2"
"LMBR1",0,1.63057609592534,0.335,0.06,0,"7","LMBR1"
"RPS19BP1",0,1.43227799963202,0.333,0.059,0,"7","RPS19BP1"
"NDUFB1",0,2.10988947508144,0.318,0.044,0,"7","NDUFB1"
"MRPS26",0,2.03487966055209,0.316,0.043,0,"7","MRPS26"
"NDUFAF3",0,1.62841108161939,0.318,0.046,0,"7","NDUFAF3"
"INPP4A",0,1.75187391879656,0.311,0.041,0,"7","INPP4A"
"FAAP20",0,1.77340789936237,0.323,0.053,0,"7","FAAP20"
"HS6ST2",0,2.8274323254696,0.294,0.024,0,"7","HS6ST2"
"KLK8",0,1.95440449845128,0.315,0.046,0,"7","KLK8"
"MMP7",0,2.76296305847065,0.302,0.033,0,"7","MMP7"
"ARHGAP26",0,1.89443276198518,0.314,0.045,0,"7","ARHGAP26"
"NUDT5",0,1.92335984794065,0.314,0.046,0,"7","NUDT5"
"MEGF9",0,1.83582453795512,0.318,0.05,0,"7","MEGF9"
"UBE2L6",0,1.70127072558567,0.323,0.056,0,"7","UBE2L6"
"SFT2D1",0,1.71106095639359,0.32,0.054,0,"7","SFT2D1"
"PDE8A",0,1.9189365868209,0.314,0.049,0,"7","PDE8A"
"PTPMT1",0,1.65637045750346,0.32,0.055,0,"7","PTPMT1"
"C4orf48",0,1.5054779647408,0.318,0.053,0,"7","C4orf48"
"PTGES",0,3.21106638331353,0.285,0.02,0,"7","PTGES"
"SMIM30",0,1.74803444556901,0.314,0.05,0,"7","SMIM30"
"TRAPPC9",0,1.57662452318558,0.318,0.055,0,"7","TRAPPC9"
"TMPRSS4",0,2.34572965699151,0.301,0.039,0,"7","TMPRSS4"
"MRPS18B",0,1.9109331900136,0.306,0.045,0,"7","MRPS18B"
"NR2F6",0,1.82772897362015,0.308,0.047,0,"7","NR2F6"
"EPB41L4A-AS1",0,1.94607960827732,0.302,0.041,0,"7","EPB41L4A-AS1"
"TMEM51",0,2.14108567899575,0.302,0.041,0,"7","TMEM51"
"RALGDS",0,1.54512481447672,0.312,0.052,0,"7","RALGDS"
"MRPS2",0,2.02233593063246,0.306,0.047,0,"7","MRPS2"
"ITPA",0,1.93238498548727,0.305,0.047,0,"7","ITPA"
"NDUFS7",0,1.58500875129984,0.307,0.049,0,"7","NDUFS7"
"STAP2",0,1.68763932947679,0.308,0.051,0,"7","STAP2"
"LINC01503",0,1.72879214353184,0.306,0.049,0,"7","LINC01503"
"CDC42SE2",0,1.57025553076942,0.31,0.053,0,"7","CDC42SE2"
"GART",0,1.76793427716612,0.305,0.052,0,"7","GART"
"DCTN6",0,1.70815108812555,0.302,0.049,0,"7","DCTN6"
"CFAP97",0,1.77839389585297,0.3,0.047,0,"7","CFAP97"
"JPX",0,1.82620666796213,0.298,0.046,0,"7","JPX"
"MRPL3",0,1.66654853651032,0.298,0.046,0,"7","MRPL3"
"TOMM40",0,1.63957899256643,0.296,0.045,0,"7","TOMM40"
"DFFA",0,2.15438032238298,0.281,0.037,0,"7","DFFA"
"TSEN34",0,1.65341816094885,0.291,0.047,0,"7","TSEN34"
"CLMN",0,2.6791397130605,0.271,0.028,0,"7","CLMN"
"KRT7",0,3.29012260520919,0.258,0.015,0,"7","KRT7"
"PHACTR2",0,1.89397154329302,0.287,0.046,0,"7","PHACTR2"
"MRPL33",0,1.56245900195537,0.286,0.045,0,"7","MRPL33"
"PCBD1",0,2.82632625298475,0.262,0.022,0,"7","PCBD1"
"CHCHD5",0,1.52152771193056,0.283,0.043,0,"7","CHCHD5"
"SNHG15",0,2.17400132266582,0.271,0.033,0,"7","SNHG15"
"FPGS",0,1.97570166442603,0.273,0.036,0,"7","FPGS"
"CORO2A",0,2.38818670533738,0.265,0.028,0,"7","CORO2A"
"RASEF",0,2.38005766965717,0.27,0.034,0,"7","RASEF"
"B4GALT5",0,1.69430165103213,0.279,0.044,0,"7","B4GALT5"
"TBC1D8",0,1.94725416982773,0.274,0.041,0,"7","TBC1D8"
"PHLPP1",0,1.97212387205437,0.265,0.033,0,"7","PHLPP1"
"DOCK8",0,2.08424673708578,0.258,0.026,0,"7","DOCK8"
"MRPS33",0,1.70403385063354,0.271,0.039,0,"7","MRPS33"
"TMEM156",0,2.20549840251574,0.269,0.037,0,"7","TMEM156"
"YDJC",0,2.21788537009205,0.262,0.031,0,"7","YDJC"
"ZHX2",0,1.81116905597878,0.271,0.04,0,"7","ZHX2"
"PRDX3",0,1.55022967279137,0.271,0.041,0,"7","PRDX3"
"BMPR1B",0,2.26929885589215,0.261,0.031,0,"7","BMPR1B"
"ALG3",0,1.56682698869754,0.269,0.04,0,"7","ALG3"
"C11orf1",0,2.01331080430051,0.259,0.032,0,"7","C11orf1"
"SIGMAR1",0,1.67837455651189,0.267,0.04,0,"7","SIGMAR1"
"CCNB1IP1",0,1.90950369437121,0.262,0.037,0,"7","CCNB1IP1"
"KRTCAP3",0,2.21936556266785,0.256,0.031,0,"7","KRTCAP3"
"ADAM15",0,1.90892964597498,0.259,0.034,0,"7","ADAM15"
"SUZ12P1",0,1.75762864966395,0.262,0.038,0,"7","SUZ12P1"
"URM1",0,1.935148881316,0.26,0.038,0,"7","URM1"
"MAP3K5",0,2.26847563321596,0.253,0.033,0,"7","MAP3K5"
"SH2D4A",0,1.99141100954261,0.256,0.037,0,"7","SH2D4A"
"GMDS-DT",0,2.14317254267098,0.25,0.031,0,"7","GMDS-DT"
"RPS27A2",0,0.815310223404844,0.999,0.798,0,"7","RPS27A"
"RPLP13",0,1.01792066049659,1,0.819,0,"7","RPLP1"
"FTH13",0,1.24362504998621,1,0.924,0,"7","FTH1"
"CYP4F11",4.64247676698669e-308,1.83885817409821,0.269,0.041,2.73534731110856e-303,"7","CYP4F11"
"HDDC2",4.97866307450601e-308,1.58136611154859,0.266,0.04,2.93342828349894e-303,"7","HDDC2"
"DENND4C1",6.58603641157217e-308,1.11426756502894,0.396,0.081,3.88049265369832e-303,"7","DENND4C"
"DHRS73",6.98749973776197e-308,1.20062026413042,0.499,0.12,4.11703484548935e-303,"7","DHRS7"
"CRTAP",1.2639624913652e-307,1.53375568980133,0.325,0.058,7.44726699912375e-303,"7","CRTAP"
"CFLAR1",1.30620865929411e-307,1.57588353803746,0.368,0.073,7.69618142056091e-303,"7","CFLAR"
"PKP43",2.40125442620986e-307,1.03217019819555,0.544,0.138,1.41481910792285e-302,"7","PKP4"
"SRP9",2.99434561861828e-307,1.52218909261369,0.318,0.055,1.76426843848989e-302,"7","SRP9"
"ZNHIT3",3.51740767657848e-307,1.792243380687,0.258,0.038,2.07245660304004e-302,"7","ZNHIT3"
"FBXW5",3.64643248884533e-307,1.68692974834098,0.307,0.052,2.14847802242767e-302,"7","FBXW5"
"F11R3",4.61286302329746e-307,1.28901385722836,0.51,0.125,2.71789889332687e-302,"7","F11R"
"EXOSC4",1.00401559747384e-306,1.57108614314895,0.315,0.055,5.91565990031586e-302,"7","EXOSC4"
"MAP43",3.52666252440063e-306,1.06527982687405,0.707,0.212,2.07790955937685e-301,"7","MAP4"
"ESYT22",5.11329645475636e-306,1.14124721354233,0.444,0.1,3.01275427114245e-301,"7","ESYT2"
"NDUFA8",5.75260459139673e-306,0.734536360570662,0.412,0.086,3.38943462525095e-301,"7","NDUFA8"
"SECISBP2",8.3761389472098e-306,1.66145717024367,0.323,0.057,4.93522106769601e-301,"7","SECISBP2"
"TP53BP21",1.55380746353385e-305,1.25190750572571,0.387,0.079,9.15503357514142e-301,"7","TP53BP2"
"KDM2A3",1.86432630298283e-305,0.882153609016843,0.574,0.15,1.09846105771748e-300,"7","KDM2A"
"MYOF2",2.41783908754168e-305,0.77264695506696,0.746,0.23,1.42459079037956e-300,"7","MYOF"
"ATP5PF1",2.69785154828021e-305,0.673281768626187,0.63,0.173,1.5895741322467e-300,"7","ATP5PF"
"LYRM4",3.92866965839939e-305,1.75564226644885,0.311,0.054,2.31477216272892e-300,"7","LYRM4"
"NRP12",5.65708369433722e-305,1.26351861662222,0.487,0.118,3.33315371270349e-300,"7","NRP1"
"KNOP1",6.07310660505995e-305,1.90611743683506,0.256,0.037,3.57827441170132e-300,"7","KNOP1"
"CAP13",8.69602433420057e-305,0.887758243153442,0.729,0.216,5.12369753771098e-300,"7","CAP1"
"ATP8B1",1.77151610533571e-304,1.69728230716198,0.33,0.06,1.0437772892638e-299,"7","ATP8B1"
"DCUN1D52",1.95715047075755e-304,0.741998459049792,0.557,0.142,1.15315305737035e-299,"7","DCUN1D5"
"OXA1L",3.3446863424469e-304,1.7302547429066,0.258,0.038,1.97068919296972e-299,"7","OXA1L"
"ADAM12",6.94054430747948e-304,1.83093162264382,0.306,0.053,4.08936870596691e-299,"7","ADAM12"
"NCOA31",1.09746514587628e-303,1.00494504205832,0.423,0.092,6.46626463950306e-299,"7","NCOA3"
"PFKP3",1.17302295228935e-303,1.28946307738057,0.497,0.121,6.91145123488882e-299,"7","PFKP"
"COBLL11",1.54595390283524e-303,1.56565068932192,0.374,0.076,9.10876039550524e-299,"7","COBLL1"
"CEP85L1",2.18239516372306e-303,1.30841580219728,0.379,0.077,1.28586723046563e-298,"7","CEP85L"
"CHMP2B3",2.2553984211965e-303,1.11860609957731,0.469,0.109,1.32888074976898e-298,"7","CHMP2B"
"HES4",7.56616875622705e-303,1.89869537739325,0.259,0.039,4.45798663116898e-298,"7","HES4"
"CDCP12",2.03958248985765e-302,1.23064403847745,0.505,0.125,1.20172200302413e-297,"7","CDCP1"
"MARCKS3",2.57732827993942e-302,1.00554978845747,0.92,0.347,1.51856182254031e-297,"7","MARCKS"
"DSG23",6.55198342506649e-302,1.31492884446403,0.535,0.138,3.86042863404918e-297,"7","DSG2"
"LTBR3",6.90951747448864e-302,1.34329898066987,0.433,0.096,4.0710876959687e-297,"7","LTBR"
"SEPTIN22",1.69028097241471e-301,1.00062170045454,0.466,0.107,9.95913548946749e-297,"7","SEPTIN2"
"PHKB",2.35054058440834e-301,1.49798988254718,0.316,0.056,1.3849385123334e-296,"7","PHKB"
"CFAP2512",2.73731445995336e-301,1.32033322040355,0.442,0.099,1.61282567980452e-296,"7","CFAP251"
"IL1A3",4.08235011715861e-301,1.16880650114964,0.57,0.155,2.40532068902985e-296,"7","IL1A"
"PTPA",8.21111477456239e-301,1.80326488558393,0.251,0.037,4.83798882517216e-296,"7","PTPA"
"DNPH1",1.1101390031929e-300,1.41964554641019,0.285,0.046,6.54093900681256e-296,"7","DNPH1"
"SUN11",2.20189082137542e-300,1.32781389304123,0.358,0.07,1.2973540719544e-295,"7","SUN1"
"EIF2S33",2.98620340960515e-300,0.928948995484786,0.511,0.126,1.75947104893935e-295,"7","EIF2S3"
"GRPEL1",3.74888502780386e-300,1.50335726145412,0.301,0.051,2.20884305838203e-295,"7","GRPEL1"
"RPAP2",4.04841275847278e-300,1.55265417498338,0.347,0.066,2.38532479729216e-295,"7","RPAP2"
"BCCIP",4.35585801837309e-300,1.2366941252114,0.337,0.062,2.56647154442542e-295,"7","BCCIP"
"CBX33",8.25960349700481e-300,0.914629349966749,0.569,0.15,4.86655838043523e-295,"7","CBX3"
"TMEM265",9.14419244012345e-300,1.54884752353387,0.339,0.064,5.38775818572074e-295,"7","TMEM265"
"NECTIN2",9.76033987063607e-300,1.64270008118836,0.323,0.058,5.75079225177877e-295,"7","NECTIN2"
"GSTO2",1.18338240228161e-299,1.73688120928528,0.263,0.04,6.97248911424325e-295,"7","GSTO2"
"PDE7A3",1.27457341981048e-299,1.09382500268234,0.576,0.155,7.50978658952337e-295,"7","PDE7A"
"CDK4",1.67462165224804e-299,1.03627440772689,0.325,0.059,9.86687077504544e-295,"7","CDK4"
"RXRA",2.24275064643e-299,1.58250757708495,0.3,0.051,1.32142868087656e-294,"7","RXRA"
"LEPROT3",2.79136755042828e-299,1.11151058961341,0.498,0.12,1.64467376071234e-294,"7","LEPROT"
"NUTM2B-AS1",5.90110972026354e-299,1.62369116918671,0.339,0.064,3.47693384717928e-294,"7","NUTM2B-AS1"
"USP36",1.11777139897607e-298,1.59547634587414,0.26,0.039,6.58590908276699e-294,"7","USP36"
"MIR22HG3",2.2000064007859e-298,1.1639993383697,0.549,0.143,1.29624377134305e-293,"7","MIR22HG"
"PSMB8",2.34998013642434e-298,0.55298760157379,0.476,0.111,1.38460829638122e-293,"7","PSMB8"
"MFSD10",6.68216176847537e-298,1.53235022440172,0.364,0.073,3.93712971398569e-293,"7","MFSD10"
"UGGT22",8.66440512471884e-298,1.34395441755615,0.433,0.098,5.10506749948434e-293,"7","UGGT2"
"LRRK1",9.50024605726067e-298,1.44367383348485,0.329,0.061,5.59754497693798e-293,"7","LRRK1"
"SYNJ2",9.76895369961727e-298,1.27348876696623,0.349,0.067,5.75586751981449e-293,"7","SYNJ2"
"S100A23",1.26621791062764e-297,0.816346690444632,0.991,0.41,7.46055592941806e-293,"7","S100A2"
"IRF11",1.45422996924775e-297,0.755659752443876,0.498,0.121,8.56832297880774e-293,"7","IRF1"
"EIF5A2",1.46875162247678e-297,0.733322409709416,0.683,0.201,8.65388455963316e-293,"7","EIF5A"
"COMMD10",2.9225070179186e-297,1.52751808533731,0.329,0.06,1.72194113495764e-292,"7","COMMD10"
"LDAF1",3.27306084534316e-297,1.56713386003362,0.334,0.062,1.92848745007619e-292,"7","LDAF1"
"IDS1",4.01212777510597e-297,1.45484490863515,0.405,0.088,2.36394568509244e-292,"7","IDS"
"TMBIM41",4.65487101196646e-297,0.992776323475018,0.416,0.09,2.74265000025064e-292,"7","TMBIM4"
"MCTP2",6.97810799479865e-297,1.7120626013291,0.302,0.052,4.11150123053537e-292,"7","MCTP2"
"SLC2A121",9.63966585503063e-297,1.48561367709562,0.37,0.075,5.67969112178404e-292,"7","SLC2A12"
"RSPH31",2.87970848257325e-296,1.3255722317239,0.46,0.109,1.69672423793216e-291,"7","RSPH3"
"ALKBH7",5.26589482917054e-296,1.18886590389969,0.318,0.057,3.10266523334728e-291,"7","ALKBH7"
"ATR",9.36762986013803e-296,1.15055320995625,0.331,0.061,5.51940751359333e-291,"7","ATR"
"FKBP1A2",1.09569114073492e-295,0.932941824825225,0.478,0.113,6.45581220121017e-291,"7","FKBP1A"
"COPS92",1.10365965817225e-295,1.04957477288681,0.432,0.097,6.50276270595091e-291,"7","COPS9"
"GTF3A",2.53656168457014e-295,1.35308190885327,0.35,0.068,1.49454214454873e-290,"7","GTF3A"
"PLEKHG1",9.40003931691383e-295,1.78434561658114,0.3,0.052,5.53850316552563e-290,"7","PLEKHG1"
"FMNL21",1.4379462095344e-294,1.12030517800031,0.382,0.079,8.47237906657668e-290,"7","FMNL2"
"TNS3",2.10061864320301e-294,1.12124220342326,0.351,0.068,1.23768450457522e-289,"7","TNS3"
"PLS33",2.87711853265459e-294,0.955951376099597,0.547,0.142,1.69519823944008e-289,"7","PLS3"
"VPS37B1",3.58947512810006e-294,1.11936866919552,0.416,0.091,2.11491874547656e-289,"7","VPS37B"
"FAM126A",4.02235593210857e-294,1.23792461031867,0.348,0.067,2.36997211519837e-289,"7","FAM126A"
"GSDMD",9.01633928529485e-294,1.70133029309881,0.29,0.049,5.31242710689573e-289,"7","GSDMD"
"ZDHHC12",1.02376368971222e-293,1.55993369468062,0.319,0.058,6.03201565978438e-289,"7","ZDHHC12"
"MTHFD2",1.67910614190361e-293,1.25853607529437,0.354,0.069,9.8932933880961e-289,"7","MTHFD2"
"LAMB33",3.24251556293529e-293,0.554902500877178,0.903,0.299,1.91049016968147e-288,"7","LAMB3"
"UQCRB3",5.06782411619531e-293,0.879550785347447,0.863,0.309,2.98596196926228e-288,"7","UQCRB"
"DAD13",6.79911988268911e-293,0.744838089610359,0.555,0.144,4.00604143488042e-288,"7","DAD1"
"NDUFB3",1.78524567147312e-292,1.67440562958922,0.28,0.046,1.05186674963196e-287,"7","NDUFB3"
"CD24",2.66624273589859e-292,1.9162599552695,0.291,0.05,1.57095021999145e-287,"7","CD24"
"SHTN1",3.50128678523158e-292,1.652653414636,0.289,0.049,2.06295817385845e-287,"7","SHTN1"
"ILF32",7.82539801320688e-292,0.866303608913093,0.525,0.133,4.6107245093815e-287,"7","ILF3"
"TWF2",1.3704268876749e-291,1.78044112205861,0.292,0.05,8.07455522218053e-287,"7","TWF2"
"CISD1",2.06696811414997e-291,1.65223413480343,0.287,0.048,1.21785761285716e-286,"7","CISD1"
"INTS63",5.20354233244126e-291,0.851302971437641,0.629,0.178,3.06592714227439e-286,"7","INTS6"
"ALDH3A21",9.09206724030642e-291,1.60005317741694,0.341,0.067,5.35704601798854e-286,"7","ALDH3A2"
"TRAPPC2L",1.00159133894277e-290,1.13440307068101,0.272,0.043,5.90137616905077e-286,"7","TRAPPC2L"
"ENSA1",1.35471418725001e-290,1.09414111166384,0.392,0.083,7.98197599127709e-286,"7","ENSA"
"RPL121",1.36405880559665e-290,0.777627494700941,0.999,0.823,8.03703448257545e-286,"7","RPL12"
"FAM120AOS",1.58445081408091e-290,1.80981184620398,0.291,0.05,9.33558419656474e-286,"7","FAM120AOS"
"CAMK2N13",1.8440584774428e-290,0.915027701951172,0.751,0.241,1.0865192549093e-285,"7","CAMK2N1"
"SPDYA",2.23058943833702e-290,1.82046559553963,0.267,0.043,1.31426329706817e-285,"7","SPDYA"
"ID12",2.94851127917415e-290,1.2368082467854,0.451,0.107,1.73726284568941e-285,"7","ID1"
"DOCK13",3.62976831244043e-290,0.952007183831692,0.511,0.128,2.1386594896899e-285,"7","DOCK1"
"SLC7A14",5.52435847711456e-290,1.18067427717608,0.443,0.102,3.2549520147159e-285,"7","SLC7A1"
"RPL10A3",5.5563047879041e-290,0.919661456802904,0.997,0.634,3.27377478103309e-285,"7","RPL10A"
"CD93",6.81651018954052e-290,0.885640919988777,0.843,0.292,4.01628780367727e-285,"7","CD9"
"SAP183",6.85960931688653e-290,0.666919266932367,0.646,0.185,4.04168180950954e-285,"7","SAP18"
"KDELR13",7.21183728562447e-290,0.922254597101109,0.72,0.223,4.24921452868994e-285,"7","KDELR1"
"ANXA7",1.2163230403848e-289,1.2455566114575,0.356,0.07,7.16657535394725e-285,"7","ANXA7"
"SEPTIN93",1.24201721666861e-289,0.841809125965095,0.518,0.131,7.31796544061145e-285,"7","SEPTIN9"
"ZNF6092",1.37857374292035e-289,0.6630771579706,0.538,0.138,8.12255649328671e-285,"7","ZNF609"
"MRFAP13",1.41079151846558e-289,0.75291170547622,0.524,0.133,8.31238362679923e-285,"7","MRFAP1"
"MRTO4",1.55478810063178e-289,1.11686752390425,0.326,0.06,9.16081148892243e-285,"7","MRTO4"
"IER33",1.89148900008228e-289,0.829414993192261,0.772,0.249,1.11446531884848e-284,"7","IER3"
"AGPAT3",2.36401806714512e-289,0.875643871975128,0.331,0.062,1.3928794451619e-284,"7","AGPAT3"
"KRR12",2.44319379023155e-288,1.02004548475876,0.464,0.11,1.43952978120443e-283,"7","KRR1"
"KIAA0040",5.69709716768195e-288,1.55166313014322,0.348,0.069,3.35672965119821e-283,"7","KIAA0040"
"ZYX3",6.29619368291975e-288,1.14348583671626,0.505,0.127,3.70971731797632e-283,"7","ZYX"
"EMC42",6.41372557334446e-288,0.76508294688723,0.474,0.114,3.77896710781456e-283,"7","EMC4"
"SENP53",7.22251947405456e-288,0.90587805987332,0.556,0.147,4.25550847411294e-283,"7","SENP5"
"MYL6B",8.00673370750302e-288,1.73318670092189,0.25,0.038,4.71756750046078e-283,"7","MYL6B"
"CYB561",8.37984549094516e-288,1.68962527686621,0.291,0.05,4.93740496326489e-283,"7","CYB561"
"NDUFA10",3.55334926263719e-287,1.17335906670331,0.333,0.063,2.09363338554584e-282,"7","NDUFA10"
"IMP3",3.90259126040217e-287,1.44715962177918,0.285,0.048,2.29940677062896e-282,"7","IMP3"
"GPAA1",4.95290850867582e-287,1.53908413300573,0.274,0.045,2.91825369331179e-282,"7","GPAA1"
